Date,ProductID,ProductName,SupplierID,Quantity,CostPrice,SellPrice,StockQty,MinStock,PromotionFlag,HolidayFlag
2023-01-31,P004,Sugar 1kg,S03,35,40,60,37,60,0,0
2023-02-01,P001,Rice 5kg,S01,42,200,250,138,30,0,0
2023-02-01,P002,Milk 1L,S02,20,35,50,105,50,0,0
2023-02-01,P003,Wheat 5kg,S01,42,180,230,87,40,0,0
2023-02-01,P004,Sugar 1kg,S03,18,40,60,53,60,0,0
2023-02-02,P001,Rice 5kg,S01,48,200,250,188,30,0,0
2023-02-02,P002,Milk 1L,S02,37,35,50,78,50,1,0
2023-02-02,P003,Wheat 5kg,S01,59,180,230,40,40,0,0
2023-02-02,P004,Sugar 1kg,S03,17,40,60,113,60,0,0
2023-02-03,P001,Rice 5kg,S01,11,200,250,59,30,0,0
2023-02-03,P002,Milk 1L,S02,25,35,50,94,50,1,0
2023-02-03,P003,Wheat 5kg,S01,18,180,230,45,40,0,0
2023-02-03,P004,Sugar 1kg,S03,10,40,60,38,60,0,0
2023-02-04,P001,Rice 5kg,S01,25,200,250,109,30,0,1
2023-02-04,P002,Milk 1L,S02,49,35,50,119,50,0,1
2023-02-04,P003,Wheat 5kg,S01,7,180,230,191,40,0,1
2023-02-04,P004,Sugar 1kg,S03,56,40,60,120,60,0,1
2023-02-05,P001,Rice 5kg,S01,19,200,250,182,30,0,1
2023-02-05,P002,Milk 1L,S02,9,35,50,156,50,0,1
2023-02-05,P003,Wheat 5kg,S01,45,180,230,91,40,1,1
2023-02-05,P004,Sugar 1kg,S03,39,40,60,184,60,1,1
2023-02-06,P001,Rice 5kg,S01,23,200,250,61,30,0,0
2023-02-06,P002,Milk 1L,S02,48,35,50,51,50,0,0
2023-02-06,P003,Wheat 5kg,S01,48,180,230,172,40,0,0
2023-02-06,P004,Sugar 1kg,S03,11,40,60,198,60,0,0
2023-02-07,P001,Rice 5kg,S01,23,200,250,61,30,0,0
2023-02-07,P002,Milk 1L,S02,31,35,50,174,50,0,0
2023-02-07,P003,Wheat 5kg,S01,52,180,230,174,40,0,0
2023-02-07,P004,Sugar 1kg,S03,14,40,60,142,60,0,0
2023-02-08,P001,Rice 5kg,S01,48,200,250,128,30,0,0
2023-02-08,P002,Milk 1L,S02,29,35,50,66,50,0,0
2023-02-08,P003,Wheat 5kg,S01,12,180,230,46,40,0,0
2023-02-08,P004,Sugar 1kg,S03,31,40,60,153,60,0,0
2023-02-09,P001,Rice 5kg,S01,48,200,250,160,30,0,0
2023-02-09,P002,Milk 1L,S02,29,35,50,79,50,0,0
2023-02-09,P003,Wheat 5kg,S01,56,180,230,56,40,0,0
2023-02-09,P004,Sugar 1kg,S03,35,40,60,70,60,0,0
2023-02-10,P001,Rice 5kg,S01,39,200,250,109,30,1,0
2023-02-10,P002,Milk 1L,S02,32,35,50,168,50,0,0
2023-02-10,P003,Wheat 5kg,S01,14,180,230,173,40,0,0
2023-02-10,P004,Sugar 1kg,S03,33,40,60,110,60,0,0
2023-02-11,P001,Rice 5kg,S01,34,200,250,107,30,0,1
2023-02-11,P002,Milk 1L,S02,39,35,50,175,50,0,1
2023-02-11,P003,Wheat 5kg,S01,17,180,230,82,40,1,1
2023-02-11,P004,Sugar 1kg,S03,17,40,60,198,60,0,1
2023-02-12,P001,Rice 5kg,S01,26,200,250,68,30,0,1
2023-02-12,P002,Milk 1L,S02,46,35,50,20,50,0,1
2023-02-12,P003,Wheat 5kg,S01,11,180,230,185,40,0,1
2023-02-12,P004,Sugar 1kg,S03,21,40,60,129,60,0,1
2023-02-13,P001,Rice 5kg,S01,46,200,250,84,30,0,0
2023-02-13,P002,Milk 1L,S02,9,35,50,91,50,0,0
2023-02-13,P003,Wheat 5kg,S01,39,180,230,27,40,0,0
2023-02-13,P004,Sugar 1kg,S03,54,40,60,161,60,0,0
2023-02-14,P001,Rice 5kg,S01,22,200,250,144,30,1,0
2023-02-14,P002,Milk 1L,S02,37,35,50,66,50,0,0
2023-02-14,P003,Wheat 5kg,S01,17,180,230,138,40,0,0
2023-02-14,P004,Sugar 1kg,S03,12,40,60,156,60,0,0
2023-02-15,P001,Rice 5kg,S01,58,200,250,43,30,0,0
2023-02-15,P002,Milk 1L,S02,39,35,50,147,50,0,0
2023-02-15,P003,Wheat 5kg,S01,22,180,230,44,40,0,0
2023-02-15,P004,Sugar 1kg,S03,31,40,60,56,60,0,0
2023-02-16,P001,Rice 5kg,S01,27,200,250,60,30,0,0
2023-02-16,P002,Milk 1L,S02,24,35,50,95,50,0,0
2023-02-16,P003,Wheat 5kg,S01,38,180,230,31,40,0,0
2023-02-16,P004,Sugar 1kg,S03,17,40,60,141,60,0,0
2023-02-17,P001,Rice 5kg,S01,7,200,250,70,30,0,0
2023-02-17,P002,Milk 1L,S02,24,35,50,30,50,0,0
2023-02-17,P003,Wheat 5kg,S01,50,180,230,74,40,0,0
2023-02-17,P004,Sugar 1kg,S03,35,40,60,55,60,0,0
2023-02-18,P001,Rice 5kg,S01,29,200,250,128,30,0,1
2023-02-18,P002,Milk 1L,S02,22,35,50,59,50,0,1
2023-02-18,P003,Wheat 5kg,S01,38,180,230,44,40,0,1
2023-02-18,P004,Sugar 1kg,S03,6,40,60,198,60,0,1
2023-02-19,P001,Rice 5kg,S01,33,200,250,68,30,0,1
2023-02-19,P002,Milk 1L,S02,22,35,50,31,50,0,1
2023-02-19,P003,Wheat 5kg,S01,38,180,230,100,40,0,1
2023-02-19,P004,Sugar 1kg,S03,31,40,60,108,60,0,1
2023-02-20,P001,Rice 5kg,S01,34,200,250,98,30,0,0
2023-02-20,P002,Milk 1L,S02,14,35,50,78,50,1,0
2023-02-20,P003,Wheat 5kg,S01,31,180,230,165,40,0,0
2023-02-20,P004,Sugar 1kg,S03,42,40,60,117,60,1,0
2023-02-21,P001,Rice 5kg,S01,48,200,250,58,30,0,0
2023-02-21,P002,Milk 1L,S02,16,35,50,180,50,1,0
2023-02-21,P003,Wheat 5kg,S01,9,180,230,81,40,0,0
2023-02-21,P004,Sugar 1kg,S03,29,40,60,122,60,0,0
2023-02-22,P001,Rice 5kg,S01,7,200,250,161,30,0,0
2023-02-22,P002,Milk 1L,S02,15,35,50,195,50,0,0
2023-02-22,P003,Wheat 5kg,S01,23,180,230,107,40,0,0
2023-02-22,P004,Sugar 1kg,S03,52,40,60,58,60,1,0
2023-02-23,P001,Rice 5kg,S01,32,200,250,172,30,0,0
2023-02-23,P002,Milk 1L,S02,15,35,50,129,50,0,0
2023-02-23,P003,Wheat 5kg,S01,41,180,230,22,40,1,0
2023-02-23,P004,Sugar 1kg,S03,13,40,60,81,60,1,0
2023-02-24,P001,Rice 5kg,S01,16,200,250,139,30,0,0
2023-02-24,P002,Milk 1L,S02,36,35,50,117,50,0,0
2023-02-24,P003,Wheat 5kg,S01,9,180,230,172,40,1,0
2023-02-24,P004,Sugar 1kg,S03,16,40,60,158,60,0,0
2023-02-25,P001,Rice 5kg,S01,28,200,250,152,30,0,1
2023-02-25,P002,Milk 1L,S02,18,35,50,47,50,0,1
2023-02-25,P003,Wheat 5kg,S01,26,180,230,86,40,0,1
2023-02-25,P004,Sugar 1kg,S03,44,40,60,52,60,1,1
2023-02-26,P001,Rice 5kg,S01,35,200,250,78,30,1,1
2023-02-26,P002,Milk 1L,S02,27,35,50,189,50,0,1
2023-02-26,P003,Wheat 5kg,S01,41,180,230,64,40,1,1
2023-02-26,P004,Sugar 1kg,S03,47,40,60,126,60,0,1
2023-02-27,P001,Rice 5kg,S01,40,200,250,96,30,0,0
2023-02-27,P002,Milk 1L,S02,41,35,50,174,50,1,0
2023-02-27,P003,Wheat 5kg,S01,19,180,230,107,40,1,0
2023-02-27,P004,Sugar 1kg,S03,12,40,60,82,60,0,0
2023-02-28,P001,Rice 5kg,S01,33,200,250,167,30,0,0
2023-02-28,P002,Milk 1L,S02,11,35,50,169,50,0,0
2023-02-28,P003,Wheat 5kg,S01,3,180,230,69,40,1,0
2023-02-28,P004,Sugar 1kg,S03,37,40,60,199,60,0,0
2023-03-01,P001,Rice 5kg,S01,14,200,250,77,30,0,0
2023-03-01,P002,Milk 1L,S02,42,35,50,58,50,0,0
2023-03-01,P003,Wheat 5kg,S01,42,180,230,149,40,0,0
2023-03-01,P004,Sugar 1kg,S03,31,40,60,100,60,1,0
2023-03-02,P001,Rice 5kg,S01,42,200,250,20,30,0,0
2023-03-02,P002,Milk 1L,S02,41,35,50,83,50,1,0
2023-03-02,P003,Wheat 5kg,S01,31,180,230,46,40,1,0
2023-03-02,P004,Sugar 1kg,S03,39,40,60,191,60,0,0
2023-03-03,P001,Rice 5kg,S01,8,200,250,36,30,0,0
2023-03-03,P002,Milk 1L,S02,28,35,50,82,50,0,0
2023-03-03,P003,Wheat 5kg,S01,14,180,230,91,40,0,0
2023-03-03,P004,Sugar 1kg,S03,37,40,60,114,60,0,0
2023-03-04,P001,Rice 5kg,S01,24,200,250,198,30,0,1
2023-03-04,P002,Milk 1L,S02,18,35,50,99,50,0,1
2023-03-04,P003,Wheat 5kg,S01,41,180,230,179,40,1,1
2023-03-04,P004,Sugar 1kg,S03,42,40,60,177,60,0,1
2023-03-05,P001,Rice 5kg,S01,33,200,250,122,30,0,1
2023-03-05,P002,Milk 1L,S02,19,35,50,68,50,1,1
2023-03-05,P003,Wheat 5kg,S01,17,180,230,92,40,0,1
2023-03-05,P004,Sugar 1kg,S03,37,40,60,91,60,0,1
2023-03-06,P001,Rice 5kg,S01,26,200,250,26,30,0,0
2023-03-06,P002,Milk 1L,S02,26,35,50,173,50,0,0
2023-03-06,P003,Wheat 5kg,S01,15,180,230,106,40,0,0
2023-03-06,P004,Sugar 1kg,S03,42,40,60,74,60,0,0
2023-03-07,P001,Rice 5kg,S01,22,200,250,51,30,0,0
2023-03-07,P002,Milk 1L,S02,24,35,50,78,50,0,0
2023-03-07,P003,Wheat 5kg,S01,18,180,230,116,40,1,0
2023-03-07,P004,Sugar 1kg,S03,55,40,60,43,60,0,0
2023-03-08,P001,Rice 5kg,S01,13,200,250,198,30,0,0
2023-03-08,P002,Milk 1L,S02,47,35,50,183,50,0,0
2023-03-08,P003,Wheat 5kg,S01,19,180,230,40,40,0,0
2023-03-08,P004,Sugar 1kg,S03,50,40,60,106,60,0,0
2023-03-09,P001,Rice 5kg,S01,38,200,250,88,30,0,0
2023-03-09,P002,Milk 1L,S02,23,35,50,149,50,0,0
2023-03-09,P003,Wheat 5kg,S01,22,180,230,187,40,0,0
2023-03-09,P004,Sugar 1kg,S03,39,40,60,33,60,0,0
2023-03-10,P001,Rice 5kg,S01,35,200,250,20,30,0,0
2023-03-10,P002,Milk 1L,S02,18,35,50,83,50,0,0
2023-03-10,P003,Wheat 5kg,S01,40,180,230,139,40,1,0
2023-03-10,P004,Sugar 1kg,S03,45,40,60,167,60,0,0
2023-03-11,P001,Rice 5kg,S01,6,200,250,45,30,0,1
2023-03-11,P002,Milk 1L,S02,43,35,50,88,50,0,1
2023-03-11,P003,Wheat 5kg,S01,26,180,230,62,40,0,1
2023-03-11,P004,Sugar 1kg,S03,36,40,60,190,60,0,1
2023-03-12,P001,Rice 5kg,S01,38,200,250,64,30,0,1
2023-03-12,P002,Milk 1L,S02,29,35,50,27,50,0,1
2023-03-12,P003,Wheat 5kg,S01,56,180,230,53,40,0,1
2023-03-12,P004,Sugar 1kg,S03,33,40,60,164,60,1,1
2023-03-13,P001,Rice 5kg,S01,55,200,250,108,30,0,0
2023-03-13,P002,Milk 1L,S02,49,35,50,124,50,0,0
2023-03-13,P003,Wheat 5kg,S01,30,180,230,82,40,1,0
2023-03-13,P004,Sugar 1kg,S03,35,40,60,87,60,0,0
2023-03-14,P001,Rice 5kg,S01,43,200,250,101,30,1,0
2023-03-14,P002,Milk 1L,S02,31,35,50,107,50,0,0
2023-03-14,P003,Wheat 5kg,S01,14,180,230,168,40,0,0
2023-03-14,P004,Sugar 1kg,S03,37,40,60,54,60,0,0
2023-03-15,P001,Rice 5kg,S01,36,200,250,93,30,0,0
2023-03-15,P002,Milk 1L,S02,16,35,50,67,50,1,0
2023-03-15,P003,Wheat 5kg,S01,35,180,230,56,40,0,0
2023-03-15,P004,Sugar 1kg,S03,47,40,60,89,60,0,0
2023-03-16,P001,Rice 5kg,S01,24,200,250,66,30,0,0
2023-03-16,P002,Milk 1L,S02,22,35,50,144,50,0,0
2023-03-16,P003,Wheat 5kg,S01,47,180,230,155,40,0,0
2023-03-16,P004,Sugar 1kg,S03,49,40,60,96,60,0,0
2023-03-17,P001,Rice 5kg,S01,34,200,250,127,30,0,0
2023-03-17,P002,Milk 1L,S02,17,35,50,189,50,0,0
2023-03-17,P003,Wheat 5kg,S01,43,180,230,73,40,0,0
2023-03-17,P004,Sugar 1kg,S03,23,40,60,156,60,0,0
2023-03-18,P001,Rice 5kg,S01,26,200,250,144,30,1,1
2023-03-18,P002,Milk 1L,S02,30,35,50,56,50,0,1
2023-03-18,P003,Wheat 5kg,S01,39,180,230,108,40,0,1
2023-03-18,P004,Sugar 1kg,S03,37,40,60,88,60,0,1
2023-03-19,P001,Rice 5kg,S01,53,200,250,168,30,0,1
2023-03-19,P002,Milk 1L,S02,49,35,50,179,50,0,1
2023-03-19,P003,Wheat 5kg,S01,17,180,230,172,40,1,1
2023-03-19,P004,Sugar 1kg,S03,46,40,60,61,60,0,1
2023-03-20,P001,Rice 5kg,S01,53,200,250,43,30,0,0
2023-03-20,P002,Milk 1L,S02,30,35,50,51,50,0,0
2023-03-20,P003,Wheat 5kg,S01,34,180,230,150,40,0,0
2023-03-20,P004,Sugar 1kg,S03,36,40,60,32,60,0,0
2023-03-21,P001,Rice 5kg,S01,13,200,250,179,30,0,0
2023-03-21,P002,Milk 1L,S02,49,35,50,63,50,0,0
2023-03-21,P003,Wheat 5kg,S01,8,180,230,191,40,0,0
2023-03-21,P004,Sugar 1kg,S03,23,40,60,55,60,1,0
2023-03-22,P001,Rice 5kg,S01,42,200,250,125,30,0,0
2023-03-22,P002,Milk 1L,S02,23,35,50,134,50,0,0
2023-03-22,P003,Wheat 5kg,S01,11,180,230,103,40,0,0
2023-03-22,P004,Sugar 1kg,S03,29,40,60,161,60,0,0
2023-03-23,P001,Rice 5kg,S01,28,200,250,104,30,0,0
2023-03-23,P002,Milk 1L,S02,18,35,50,170,50,1,0
2023-03-23,P003,Wheat 5kg,S01,27,180,230,190,40,0,0
2023-03-23,P004,Sugar 1kg,S03,44,40,60,68,60,0,0
2023-03-24,P001,Rice 5kg,S01,29,200,250,177,30,0,0
2023-03-24,P002,Milk 1L,S02,15,35,50,92,50,0,0
2023-03-24,P003,Wheat 5kg,S01,37,180,230,39,40,0,0
2023-03-24,P004,Sugar 1kg,S03,24,40,60,73,60,0,0
2023-03-25,P001,Rice 5kg,S01,40,200,250,73,30,1,1
2023-03-25,P002,Milk 1L,S02,14,35,50,168,50,0,1
2023-03-25,P003,Wheat 5kg,S01,29,180,230,31,40,1,1
2023-03-25,P004,Sugar 1kg,S03,50,40,60,153,60,0,1
2023-03-26,P001,Rice 5kg,S01,12,200,250,24,30,0,1
2023-03-26,P002,Milk 1L,S02,15,35,50,197,50,0,1
2023-03-26,P003,Wheat 5kg,S01,18,180,230,134,40,0,1
2023-03-26,P004,Sugar 1kg,S03,15,40,60,122,60,0,1
2023-03-27,P001,Rice 5kg,S01,48,200,250,71,30,0,0
2023-03-27,P002,Milk 1L,S02,45,35,50,135,50,0,0
2023-03-27,P003,Wheat 5kg,S01,41,180,230,33,40,0,0
2023-03-27,P004,Sugar 1kg,S03,46,40,60,81,60,0,0
2023-03-28,P001,Rice 5kg,S01,42,200,250,77,30,0,0
2023-03-28,P002,Milk 1L,S02,10,35,50,101,50,0,0
2023-03-28,P003,Wheat 5kg,S01,41,180,230,158,40,0,0
2023-03-28,P004,Sugar 1kg,S03,30,40,60,199,60,1,0
2023-03-29,P001,Rice 5kg,S01,43,200,250,36,30,0,0
2023-03-29,P002,Milk 1L,S02,13,35,50,116,50,1,0
2023-03-29,P003,Wheat 5kg,S01,48,180,230,53,40,0,0
2023-03-29,P004,Sugar 1kg,S03,33,40,60,106,60,0,0
2023-03-30,P001,Rice 5kg,S01,27,200,250,106,30,0,0
2023-03-30,P002,Milk 1L,S02,24,35,50,167,50,0,0
2023-03-30,P003,Wheat 5kg,S01,36,180,230,162,40,1,0
2023-03-30,P004,Sugar 1kg,S03,34,40,60,24,60,0,0
2023-03-31,P001,Rice 5kg,S01,29,200,250,130,30,0,0
2023-03-31,P002,Milk 1L,S02,46,35,50,123,50,0,0
2023-03-31,P003,Wheat 5kg,S01,13,180,230,55,40,0,0
2023-03-31,P004,Sugar 1kg,S03,23,40,60,29,60,0,0
2023-04-01,P001,Rice 5kg,S01,21,200,250,32,30,0,1
2023-04-01,P002,Milk 1L,S02,40,35,50,30,50,0,1
2023-04-01,P003,Wheat 5kg,S01,35,180,230,172,40,0,1
2023-04-01,P004,Sugar 1kg,S03,22,40,60,41,60,0,1
2023-04-02,P001,Rice 5kg,S01,22,200,250,193,30,0,1
2023-04-02,P002,Milk 1L,S02,26,35,50,138,50,1,1
2023-04-02,P003,Wheat 5kg,S01,29,180,230,160,40,0,1
2023-04-02,P004,Sugar 1kg,S03,20,40,60,170,60,0,1
2023-04-03,P001,Rice 5kg,S01,17,200,250,108,30,1,0
2023-04-03,P002,Milk 1L,S02,42,35,50,199,50,1,0
2023-04-03,P003,Wheat 5kg,S01,40,180,230,63,40,0,0
2023-04-03,P004,Sugar 1kg,S03,48,40,60,137,60,0,0
2023-04-04,P001,Rice 5kg,S01,28,200,250,44,30,0,0
2023-04-04,P002,Milk 1L,S02,16,35,50,148,50,0,0
2023-04-04,P003,Wheat 5kg,S01,11,180,230,29,40,0,0
2023-04-04,P004,Sugar 1kg,S03,50,40,60,131,60,0,0
2023-04-05,P001,Rice 5kg,S01,42,200,250,89,30,1,0
2023-04-05,P002,Milk 1L,S02,37,35,50,151,50,0,0
2023-04-05,P003,Wheat 5kg,S01,28,180,230,73,40,0,0
2023-04-05,P004,Sugar 1kg,S03,24,40,60,36,60,0,0
2023-04-06,P001,Rice 5kg,S01,13,200,250,99,30,0,0
2023-04-06,P002,Milk 1L,S02,14,35,50,79,50,0,0
2023-04-06,P003,Wheat 5kg,S01,17,180,230,49,40,1,0
2023-04-06,P004,Sugar 1kg,S03,47,40,60,192,60,0,0
2023-04-07,P001,Rice 5kg,S01,31,200,250,66,30,1,0
2023-04-07,P002,Milk 1L,S02,40,35,50,66,50,0,0
2023-04-07,P003,Wheat 5kg,S01,11,180,230,157,40,0,0
2023-04-07,P004,Sugar 1kg,S03,25,40,60,137,60,0,0
2023-04-08,P001,Rice 5kg,S01,35,200,250,166,30,0,1
2023-04-08,P002,Milk 1L,S02,29,35,50,93,50,1,1
2023-04-08,P003,Wheat 5kg,S01,36,180,230,58,40,0,1
2023-04-08,P004,Sugar 1kg,S03,13,40,60,60,60,0,1
2023-04-09,P001,Rice 5kg,S01,51,200,250,177,30,0,1
